City_ID,City,Country,Max Temp,Current Description,Lat,Long,Hotel Name
538,Tondano,ID,77.09,broken clouds,1.3038,124.9112,Villa Bella
539,Lixourion,GR,70.03,few clouds,38.2019,20.4314,Hotel Summery
541,Oleksandrivka,UA,60.67,moderate rain,48.9634,32.2349,Смт олександрівка
545,Antsohihy,MG,70.79,clear sky,-14.8796,47.9875,Hotel de Ville
547,Bac Lieu,VN,82.71,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
548,Pangai,TO,78.91,scattered clouds,-19.8,-174.35,Ha'apai Beach Resort
549,Carsamba,TR,64.78,few clouds,41.1989,36.7219,Carsamba Ogretmenevi
550,Teguise,ES,66.42,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
551,Fare,PF,78.57,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
554,Luanda,AO,71.6,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
555,Acajutla,SV,77.88,light rain,13.5928,-89.8275,CASA DE LA PERRA
556,Murray Bridge,AU,77.34,broken clouds,-35.1167,139.2667,Balcony On Sixth Lodge
558,Gwadar,PK,80.2,clear sky,25.1216,62.3254,Sadaf Resort
559,Bamiantong,CN,74.39,clear sky,44.9333,130.5333,Dehuiyuan Leisure Resort
560,Aleksandrov Gay,RU,60.35,broken clouds,50.147,48.5704,Gostinitsa
561,Codrington,AU,60.04,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
562,Hambantota,LK,86.34,scattered clouds,6.1241,81.1185,Bungalow 63
564,Pisco,PE,60.85,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
565,The Valley,AI,82.09,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
566,Salalah,OM,78.78,broken clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
567,Ballina,AU,62.02,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
569,Mayo,US,62.94,light rain,38.8876,-76.5119,Resorts Resource Group International
571,Panama City,PA,76.95,few clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
573,Safranbolu,TR,61.61,broken clouds,41.2508,32.6942,GuleviSafranbolu Hotel
574,Bari,IT,62.87,clear sky,41.1177,16.8512,Mercure Villa Romanazzi Carducci Bari
575,Nishihara,JP,87.08,scattered clouds,26.1842,127.7558,Minshuku Agaihama
577,Xuddur,SO,71.17,scattered clouds,4.1213,43.8894,Banjanay Hotel
580,Santarem,BR,74.17,scattered clouds,-2.4431,-54.7083,Hotel Imperador
581,Yatou,CN,71.4,overcast clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
582,Las Cruces,US,75.96,broken clouds,32.3123,-106.7783,SpringHill Suites by Marriott Las Cruces
584,Sakaiminato,JP,80.53,broken clouds,35.55,133.2333,Italian pasley
585,Thinadhoo,MV,81.91,broken clouds,0.5333,72.9333, 
586,Liuzhou,CN,88.59,scattered clouds,24.3126,109.3892,Linjiang Inn
588,Civita Castellana,IT,62.8,clear sky,42.2952,12.4092,Palace Hotel Relais Falisco
590,Barra Do Garcas,BR,76.77,broken clouds,-15.89,-52.2567,Pousada Tropical
594,Itarema,BR,77.67,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
595,Junction City,US,64.4,clear sky,39.0286,-96.8314,Comfort Inn & Suites Junction City - near Fort Riley
596,Ambilobe,MG,71.37,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
597,Karratha,AU,84.2,clear sky,-20.7377,116.8463,ibis Styles Karratha
598,Ontario,US,70.86,clear sky,34.0633,-117.6509,Capri Motel
599,Varzea Da Palma,BR,74.66,scattered clouds,-17.5981,-44.7308,Casa Fernandes
600,Hohhot,CN,71.89,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
602,Palu,ID,89.91,broken clouds,-0.8917,119.8707,Hotel Santika Palu
603,Puerto Madero,MX,78.3,overcast clouds,14.7208,-92.4215,DEPARTAMENTOS LA ESTANCIA
604,Khambhat,IN,83.93,clear sky,22.3,72.6167,Anand
608,Wahiawa,US,80.76,scattered clouds,21.5028,-158.0236,The Inn At Schofield
609,Mundo Nuevo,MX,76.33,few clouds,18.7,-95.5, 
610,Beira,MZ,68.09,few clouds,-19.8436,34.8389,Beira Terrace Hotel
612,Villa Carlos Paz,AR,60.39,clear sky,-31.4241,-64.4978,Monte Carlo vcp
613,Yulara,AU,75.81,broken clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
614,Iznik,TR,80.98,light rain,40.4286,29.7211,Hotel Zeytin Bahcesi
616,Namatanai,PG,85.73,clear sky,-3.6667,152.4333,Seagulls Inn Namatani
618,Ardakan,IR,72.09,clear sky,32.31,54.0175,Ardakan Hotel
620,Coari,BR,72.1,overcast clouds,-4.085,-63.1414,Dellrey Hotel Center
622,Ratnagiri,IN,79.99,broken clouds,16.9833,73.3,Hotel Landmark
623,Vari,GR,78.85,clear sky,37.8312,23.8081,The Margi
624,Shingu,JP,78.19,few clouds,33.7333,135.9833,Shingu UI Hotel
627,San Joaquin,US,69.51,broken clouds,37.9333,-121.3011,University Plaza Waterfront Hotel
628,Asfi,MA,70.16,scattered clouds,32.2994,-9.2372,Hôtel Abda
630,Nalut,LY,71.44,clear sky,30.3333,10.85, 
631,Coron,PH,87.46,overcast clouds,11.9986,120.2043,Coron Westown Resort
632,Buraydah,SA,66.65,clear sky,26.326,43.975,Mövenpick Qassim
633,Wichian Buri,TH,80.37,light rain,15.6578,101.106,Mit Sali Hotel
634,Havre,FR,65.19,light rain,49.5833,0.3333,gite bois jourdain
636,Abeche,TD,78.17,clear sky,13.8292,20.8324,Assaleh Hamdan Haroune
637,Agadez,NE,85.64,few clouds,19.75,10.25, 
638,Hwange,ZW,68.45,clear sky,-18.3693,26.5019,Hwange Colliery Guest House
641,Alikalia,SL,68.27,light rain,9.1667,-11.4, 
642,Sibolga,ID,78.69,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
643,Luebo,CD,68.92,overcast clouds,-5.35,21.4167, 
645,Tocopilla,CL,60.78,clear sky,-22.092,-70.1979,Hotel Galvarino
647,Bandar-E Lengeh,IR,82.51,haze,26.5579,54.8807,کافی نت پارس
651,Erzin,TR,73.13,clear sky,36.9559,36.2,Artemis Otel
654,Keti Bandar,PK,83.77,overcast clouds,24.1447,67.4497,Haji laloo memon house
655,Gorom-Gorom,BF,82.04,broken clouds,14.4439,-0.2361, 
656,Galle,LK,82.63,overcast clouds,6.0367,80.217,Amangalla
657,Tripoli,LY,75.67,clear sky,32.8752,13.1875,Al Waddan Hotel
660,Kaoma,ZM,61.47,clear sky,-14.7833,24.8,KAOMA AIRPORT
661,San Cristobal,VE,68.18,scattered clouds,7.7669,-72.225,Pirineos
662,Berekum,GH,69.85,overcast clouds,7.4534,-2.584,Nyame Nnae Hotel
663,Anloga,GH,76.62,light rain,5.7947,0.8973,Pin Drop Hotel
669,Jasper,US,61.02,broken clouds,37.2001,-94.3502,Guest House Motel
670,Montelimar,FR,60.75,few clouds,44.5584,4.7509,Hôtel du Parc
671,Jardim,BR,68.4,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
672,Tabas,IR,76.82,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
673,Sinnamary,GF,77.95,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
674,Matara,LK,82.29,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
675,Deerfield Beach,US,81.01,overcast clouds,26.3184,-80.0998,Hampton Inn Boca Raton-Deerfield Beach
676,La Reforma,MX,80.67,clear sky,25.0833,-108.05,Hotel Reforma
677,Isla Mujeres,MX,75.16,overcast clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
678,Mancora,PE,69.03,few clouds,-4.1078,-81.0475,Máncora Marina Hotel
679,Magadi,IN,73.56,overcast clouds,12.9667,77.2333,Gobi centre
681,Marsa Matruh,EG,75.4,clear sky,31.3525,27.2453,Beau Site
682,Cayenne,GF,75.24,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
683,Pakdasht,IR,68.0,clear sky,35.4752,51.6807,واحد تعمیرات اداره گاز پاکدشت
685,Najran,SA,65.05,clear sky,17.4924,44.1277,محمد هادي ال فطيح
688,Chiang Klang,TH,76.19,overcast clouds,19.2938,100.8617,Sangthong Resort
689,Port-Gentil,GA,77.0,light rain,-0.7193,8.7815,Fengshui Residence
690,Abu Kamal,SY,75.25,clear sky,34.4506,40.9171,البوكمال
692,Mizdah,LY,67.95,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
694,High Level,CA,68.02,broken clouds,58.5169,-117.136,Days Inn by Wyndham High Level
695,George Town,MY,85.95,few clouds,5.4112,100.3354,Cititel Penang
696,Lovington,US,68.04,clear sky,32.944,-103.3485,Comfort Inn & Suites Lovington
697,Ulladulla,AU,60.35,scattered clouds,-35.35,150.4667,Sandpiper Motel
699,Portland,US,75.09,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
700,Tessalit,ML,79.25,overcast clouds,20.1986,1.0114, 
701,Dunmore Town,BS,82.49,clear sky,25.5,-76.65,Coral Sands Hotel
702,Tarakan,ID,80.1,scattered clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
703,Quirinopolis,BR,75.97,scattered clouds,-18.4483,-50.4517,Rota Hotéis - Quirinópolis GO
704,Port Augusta,AU,79.43,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
705,Sumbe,AO,71.78,broken clouds,-11.2061,13.8437,Hotel Ritz Sumbe
706,Acarau,BR,77.72,broken clouds,-2.8856,-40.12,castelo pizzaria
707,Zhongshu,CN,70.12,overcast clouds,24.5167,103.7667,Xintianlong Hotel
708,Tiznit,MA,69.42,clear sky,29.5833,-9.5, 
710,Council Bluffs,US,66.76,clear sky,41.2619,-95.8608,"Holiday Inn Express & Suites Council Bluffs - Conv Ctr Area, an IHG Hotel"
